trait_name	candidate_lncRNA	species	candidate_target_count	high_affinity_edges	mean_ba	max_ba	best_edge_conservation_count	rewiring_label	epigenomic_support_class	prioritization_note
Arteriosclerosis	CATG00000034593.1	human	14	0	60.000667	87.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000044711.1	human	14	0	53.666667	65.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000051777.1	human	14	0	59.933333	77.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000088002.1	human	14	0	54.066667	61.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000095888.1	human	14	0	52.933333	64.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000099535.1	human	14	0	64.398667	84.99	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	MIR4435-1HG	human	14	0	62.857857	99.01	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	NDFIP2-AS1	human	14	0	56.928571	68.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-1035H13.2	human	14	0	53.6	59.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-179B15.6	human	14	0	63.0	84.0	2	conserved	other	14 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000106711.1	human	13	4	89.070714	220.0	2	conserved	bivalent_like	13 targets; 4 high-affinity edges; bivalent_like context
Arteriosclerosis	CATG00000049779.1	human	13	2	72.000952	140.01	4	conserved	active_like	13 targets; 2 high-affinity edges; active_like context
Arteriosclerosis	LINC00319	human	13	1	73.798	101.99	3	conserved	other	13 targets; 1 high-affinity edges; other context
Arteriosclerosis	CTD-2516F10.2	human	13	1	67.9015	104.01	3	conserved	active_like	13 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	CATG00000025549.1	human	13	0	68.845385	90.0	3	conserved	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000034724.1	human	13	0	61.428571	96.0	3	conserved	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-351I24.1	human	13	0	55.846154	67.0	3	conserved	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-149I2.4	human	13	0	64.811875	92.99	3	conserved	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000064487.1	human	13	0	60.642857	69.0	2	conserved	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000087920.1	human	13	0	56.714286	74.0	2	conserved	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000019939.1	human	13	0	60.846154	84.0	1	rewired	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-137H2.4	human	13	0	53.461538	58.0	1	rewired	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-63N8.3	human	13	0	55.153846	63.0	1	rewired	other	13 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000097501.1	human	12	7	93.284762	107.99	3	conserved	bivalent_like	12 targets; 7 high-affinity edges; bivalent_like context
Arteriosclerosis	CATG00000018533.1	human	12	3	76.375	102.0	3	conserved	active_like	12 targets; 3 high-affinity edges; active_like context
Arteriosclerosis	CTD-2369P2.8	human	12	3	71.613077	106.99	3	conserved	other	12 targets; 3 high-affinity edges; other context
Arteriosclerosis	RP11-467C18.1	human	12	2	76.23	153.01	3	conserved	bivalent_like	12 targets; 2 high-affinity edges; bivalent_like context
Arteriosclerosis	CATG00000007149.1	human	12	1	84.77	102.99	3	conserved	active_like	12 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	CATG00000025648.1	human	12	1	64.533333	109.0	3	conserved	other	12 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000025392.1	human	12	0	56.058824	70.0	3	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-305L7.3	human	12	0	52.153846	55.0	3	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000031370.1	human	12	0	60.9175	84.0	2	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000079815.1	human	12	0	56.166667	72.0	2	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP5-1115A15.1	human	12	0	57.692308	81.0	2	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-273B20.3	human	12	0	54.941765	80.01	2	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-665C16.6	human	12	0	61.166667	86.0	2	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-816J6.3	human	12	0	54.916667	66.0	2	conserved	other	12 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP3-467L1.4	human	11	1	67.357143	100.0	3	conserved	bivalent_like	11 targets; 1 high-affinity edges; bivalent_like context
Arteriosclerosis	RP11-35G9.3	human	11	1	59.0	120.0	1	rewired	other	11 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000010279.1	human	11	0	61.528824	82.99	4	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	AC025016.1	human	11	0	56.769231	61.0	3	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CTA-384D8.34	human	11	0	56.818182	65.0	3	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000026811.1	human	11	0	64.368421	78.0	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000027662.1	human	11	0	66.331667	87.99	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000030863.1	human	11	0	73.543636	89.99	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000035995.1	human	11	0	59.999231	78.99	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000038094.1	human	11	0	57.909091	66.0	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000053253.1	human	11	0	61.750833	83.01	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000069822.1	human	11	0	56.75	71.0	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000087923.1	human	11	0	55.545455	64.0	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000115633.1	human	11	0	58.47	82.99	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	ZMYND10-AS1	human	11	0	59.818182	84.0	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-624C23.1	human	11	0	58.666667	73.0	2	conserved	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000104458.1	human	11	0	68.415833	87.0	1	rewired	other	11 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000019532.1	human	10	1	68.801333	155.01	3	conserved	other	10 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000106127.1	human	10	1	68.499167	112.99	3	conserved	active_like	10 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	CATG00000007117.1	human	10	0	70.834444	96.0	3	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000027761.1	human	10	0	58.090909	66.0	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000044115.1	human	10	0	65.945	81.0	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000054804.1	human	10	0	67.6675	90.0	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000059730.1	human	10	0	61.334	68.0	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000079825.1	human	10	0	71.799	97.01	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000091077.1	human	10	0	65.399	77.99	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000094576.1	human	10	0	64.453636	83.99	2	conserved	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000001676.1	human	10	0	55.0	76.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000049487.1	human	10	0	54.818182	69.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000083596.1	human	10	0	54.454545	62.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	LINC00484	human	10	0	53.8	64.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-443B7.1	human	10	0	57.181818	71.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	AL109761.5	human	10	0	54.1	67.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CTD-2235C13.2	human	10	0	54.7	60.0	1	rewired	other	10 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000108665.1	human	9	4	83.85619	120.01	3	conserved	active_like	9 targets; 4 high-affinity edges; active_like context
Arteriosclerosis	LINC01004	human	9	2	81.665556	140.99	3	conserved	bivalent_like	9 targets; 2 high-affinity edges; bivalent_like context
Arteriosclerosis	CATG00000097159.1	human	9	1	63.62625	129.01	3	conserved	other	9 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000047017.1	human	9	0	68.463077	93.01	4	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000023625.1	human	9	0	55.887778	69.99	3	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-262A12.1	human	9	0	57.0	64.0	3	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-50C13.2	human	9	0	62.546364	75.01	3	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000023109.1	human	9	0	61.545455	73.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000029716.1	human	9	0	53.916667	64.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000043289.1	human	9	0	59.888889	73.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000059952.1	human	9	0	59.0	64.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000060530.1	human	9	0	66.722778	99.01	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000062213.1	human	9	0	54.777778	62.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000111123.1	human	9	0	62.307692	70.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP3-471M13.2	human	9	0	53.7	60.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-70C1.1	human	9	0	56.222222	71.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-81H14.2	human	9	0	58.467333	70.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-806H10.4	human	9	0	59.667778	76.0	2	conserved	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000077543.1	human	9	0	54.888889	65.0	1	rewired	other	9 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000116275.1	human	8	1	69.915833	101.0	3	conserved	other	8 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000116280.1	human	8	1	70.333333	111.0	3	conserved	active_like	8 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	RP11-37B2.1	human	8	1	73.362727	104.0	1	rewired	other	8 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000025046.1	human	8	0	59.91	69.0	3	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	Z83844.1	human	8	0	58.847692	68.01	3	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000019062.1	human	8	0	56.75125	66.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000020715.1	human	8	0	54.125	63.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000049031.1	human	8	0	53.2	59.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000052248.1	human	8	0	61.125	67.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000052943.1	human	8	0	55.182727	65.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000104184.1	human	8	0	52.444444	55.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000105977.1	human	8	0	63.125	73.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000117277.1	human	8	0	57.1	67.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	AC063976.3	human	8	0	65.332222	92.99	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-459O1.2	human	8	0	54.375	60.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-159H10.3	human	8	0	54.444444	64.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	MIR24-2	human	8	0	60.25	68.0	2	conserved	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000001672.1	human	8	0	52.125	60.0	1	rewired	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000022790.1	human	8	0	55.25	60.0	1	rewired	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000027790.1	human	8	0	55.0	60.0	1	rewired	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000041413.1	human	8	0	51.875	54.0	1	rewired	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000083581.1	human	8	0	52.5	55.0	1	rewired	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000094577.1	human	8	0	57.583333	71.0	1	rewired	other	8 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000083347.1	human	7	6	100.667778	117.99	2	conserved	active_like	7 targets; 6 high-affinity edges; active_like context
Arteriosclerosis	CATG00000005774.1	human	7	2	76.2525	109.01	2	conserved	bivalent_like	7 targets; 2 high-affinity edges; bivalent_like context
Arteriosclerosis	CATG00000015555.1	human	7	1	69.999091	100.99	3	conserved	active_like	7 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	CATG00000023443.1	human	7	0	61.666667	72.0	3	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000079027.1	human	7	0	56.222222	61.0	3	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000117105.1	human	7	0	60.333333	70.0	3	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-231D20.2	human	7	0	56.25	68.0	3	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000104081.1	human	7	0	57.142857	64.0	2	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP3-333H23.8	human	7	0	57.428571	77.0	2	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-424N24.2	human	7	0	62.818182	86.0	2	conserved	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000022666.1	human	7	0	52.714286	55.0	1	rewired	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000031546.1	human	7	0	58.0	72.0	1	species_specific	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000079107.1	human	7	0	55.571429	63.0	1	species_specific	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	AC002456.2	human	7	0	59.141429	82.99	1	rewired	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-655C2.3	human	7	0	54.571429	61.0	1	rewired	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-588H23.3	human	7	0	54.428571	60.0	1	rewired	other	7 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000057756.1	human	6	8	105.249167	124.0	2	conserved	bivalent_like	6 targets; 8 high-affinity edges; bivalent_like context
Arteriosclerosis	RP11-47A8.5	human	6	4	89.2	131.0	3	conserved	active_like	6 targets; 4 high-affinity edges; active_like context
Arteriosclerosis	CATG00000116278.1	human	6	3	90.726364	121.0	2	conserved	active_like	6 targets; 3 high-affinity edges; active_like context
Arteriosclerosis	CATG00000013475.1	human	6	2	76.11	109.0	4	conserved	other	6 targets; 2 high-affinity edges; other context
Arteriosclerosis	AC093818.1	human	6	1	67.25125	104.01	4	conserved	other	6 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000085291.1	human	6	1	72.363636	102.0	3	conserved	other	6 targets; 1 high-affinity edges; other context
Arteriosclerosis	AATK-AS1	human	6	1	63.833333	100.0	3	conserved	other	6 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000022536.1	human	6	1	65.001111	109.01	2	conserved	other	6 targets; 1 high-affinity edges; other context
Arteriosclerosis	KANSL1-AS1	human	6	1	71.666667	128.0	2	conserved	active_like	6 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	RP11-243A14.1	human	6	1	126.12625	495.01	2	conserved	active_like	6 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	RP3-496C20.1	human	6	0	56.2	66.0	4	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000024823.1	human	6	0	75.49875	99.99	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000077763.1	human	6	0	64.111111	80.0	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000085288.1	human	6	0	68.085	97.0	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000091455.1	human	6	0	66.857143	71.0	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-567C2.1	human	6	0	54.333333	60.0	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CTD-2256P15.2	human	6	0	65.501667	70.0	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CTD-2540B15.6	human	6	0	63.801	76.0	3	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000022826.1	human	6	0	71.995	82.99	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000038834.1	human	6	0	52.285714	59.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000057855.1	human	6	0	66.636364	74.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000058651.1	human	6	0	62.833333	77.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000066191.1	human	6	0	63.499	90.99	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000083573.1	human	6	0	58.285714	64.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000086506.1	human	6	0	52.5	56.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000097448.1	human	6	0	62.835	68.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000102490.1	human	6	0	53.666667	56.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CTD-3224K15.2	human	6	0	61.75	69.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-482M8.1	human	6	0	69.875	78.0	2	conserved	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000068553.1	human	6	0	53.833333	59.0	1	rewired	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	LINC00568	human	6	0	65.5	73.0	1	rewired	other	6 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000087830.1	human	5	1	73.0	100.0	3	conserved	active_like	5 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	CATG00000080231.1	human	5	1	90.715714	179.01	2	conserved	active_like	5 targets; 1 high-affinity edges; active_like context
Arteriosclerosis	CATG00000019609.1	human	5	0	62.835	72.0	4	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000027439.1	human	5	0	71.886667	89.99	4	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	MIR137HG	human	5	0	61.0	75.01	4	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP3-399L15.3	human	5	0	72.1275	91.01	4	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-168O16.1	human	5	0	78.665556	92.0	4	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000019461.1	human	5	0	86.8	93.0	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000020217.1	human	5	0	74.004	78.01	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000028573.1	human	5	0	61.857143	70.0	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000083353.1	human	5	0	65.428571	87.0	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000089573.1	human	5	0	65.0	76.0	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	IL10RB-AS1	human	5	0	79.328889	93.99	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-350G8.5	human	5	0	62.166667	70.0	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-574F21.2	human	5	0	75.804	94.01	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-756H6.1	human	5	0	59.5	69.0	3	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000014020.1	human	5	0	68.665	79.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000016522.1	human	5	0	62.331667	89.99	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000073209.1	human	5	0	67.998	86.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000084929.1	human	5	0	62.5	77.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000091612.1	human	5	0	66.0	77.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000114756.1	human	5	0	53.2	56.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	LINC00694	human	5	0	58.125	86.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP1-69D17.4	human	5	0	55.833333	65.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	WDR11-AS1	human	5	0	63.0	79.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-281A20.2	human	5	0	53.0	55.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-386G11.5	human	5	0	73.107778	83.99	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-102M11.2	human	5	0	68.142857	83.0	2	conserved	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000012359.1	human	5	0	67.396	82.99	1	rewired	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000037317.1	human	5	0	56.6	62.0	1	rewired	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000045514.1	human	5	0	60.4	67.0	1	rewired	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000068527.1	human	5	0	55.8	63.0	1	rewired	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000076219.1	human	5	0	62.25125	82.0	1	species_specific	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000083550.1	human	5	0	55.333333	59.0	1	species_specific	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	ITPKB-IT1	human	5	0	55.798	69.99	1	rewired	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	RN7SL391P	human	5	0	55.0	64.0	1	species_specific	other	5 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000056036.1	human	4	4	105.505	107.0	2	conserved	active_like	4 targets; 4 high-affinity edges; active_like context
Arteriosclerosis	CATG00000081953.1	human	4	3	95.833333	125.0	1	rewired	active_like	4 targets; 3 high-affinity edges; active_like context
Arteriosclerosis	CATG00000051556.1	human	4	2	93.7425	108.99	3	conserved	active_like	4 targets; 2 high-affinity edges; active_like context
Arteriosclerosis	GLYCTK-AS1	human	4	2	94.835	104.0	3	conserved	other	4 targets; 2 high-affinity edges; other context
Arteriosclerosis	CATG00000078238.1	human	4	2	97.0	126.01	1	rewired	active_like	4 targets; 2 high-affinity edges; active_like context
Arteriosclerosis	RP11-404F10.2	human	4	1	63.835	108.01	4	conserved	other	4 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000020952.1	human	4	1	86.198	131.0	2	conserved	other	4 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000058672.1	human	4	1	85.17	104.01	2	conserved	other	4 targets; 1 high-affinity edges; other context
Arteriosclerosis	BHLHE40-AS1	human	4	1	79.0	100.0	2	conserved	other	4 targets; 1 high-affinity edges; other context
Arteriosclerosis	AC010127.3	human	4	1	79.333333	103.0	2	conserved	other	4 targets; 1 high-affinity edges; other context
Arteriosclerosis	RP11-535A19.2	human	4	1	77.166667	100.0	2	conserved	other	4 targets; 1 high-affinity edges; other context
Arteriosclerosis	CATG00000010259.1	human	4	0	78.002	97.01	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000054077.1	human	4	0	62.5	68.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000074504.1	human	4	0	55.25	63.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000095021.1	human	4	0	70.75	81.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000097771.1	human	4	0	79.2525	87.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000100377.1	human	4	0	74.835	86.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000101916.1	human	4	0	67.75	86.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	LINC00577	human	4	0	75.5025	92.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	SH3BP5-AS1	human	4	0	64.572857	75.01	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	AF064858.11	human	4	0	57.75	62.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	F11-AS1	human	4	0	67.888889	86.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	RP11-100K18.1	human	4	0	63.666667	91.0	3	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000005529.1	human	4	0	52.714286	57.0	2	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000016458.1	human	4	0	55.75	59.0	2	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000058746.1	human	4	0	60.221111	74.0	2	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000063738.1	human	4	0	61.398	82.99	2	conserved	other	4 targets; 0 high-affinity edges; other context
Arteriosclerosis	CATG00000076640.1	human	4	0	71.5	76.0	2	conserved	other	4 targets; 0 high-affinity edges; other context
