core_id	gene_type	canonical_symbol	human_ensembl_id	human	chimp	macaque	marmoset	conservation_label	conservation_count
500160868	protein_coding	CYP3A4	ENSG00000160868	1	1	1	1	1111	4
500160870	protein_coding	CYP3A7	ENSG00000160870	1	1	0	0	1100	2
500160883	protein_coding	HK3	ENSG00000160883	1	1	1	1	1111	4
500160908	protein_coding	ZNF394	ENSG00000160908	1	1	1	1	1111	4
500161040	protein_coding	FBXL13	ENSG00000161040	1	1	1	1	1111	4
500161082	protein_coding	CELF5	ENSG00000161082	1	1	0	0	1100	2
500161217	protein_coding	PCYT1A	ENSG00000161217	1	1	1	1	1111	4
500161267	protein_coding	BDH1	ENSG00000161267	1	1	1	1	1111	4
500161405	protein_coding	IKZF3	ENSG00000161405	1	1	1	1	1111	4
500161509	protein_coding	GRIN2C	ENSG00000161509	1	1	1	1	1111	4
500161547	protein_coding	SRSF2	ENSG00000161547	1	1	1	0	1110	3
500161551	protein_coding	ZNF577	ENSG00000161551	1	1	1	1	1111	4
500161692	protein_coding	DBF4B	ENSG00000161692	1	1	1	1	1111	4
500161847	protein_coding	RAVER1	ENSG00000161847	1	1	1	1	1111	4
500161860	protein_coding	SYCE2	ENSG00000161860	1	1	0	1	1101	3
500161896	protein_coding	IP6K3	ENSG00000161896	1	1	1	0	1110	3
500161912	protein_coding	ADCY10P1	ENSG00000161912	1	0	0	0	1000	1
500161955	protein_coding	TNFSF13	ENSG00000161955	1	1	1	1	1111	4
500162105	protein_coding	SHANK2	ENSG00000162105	1	1	1	1	1111	4
500162302	protein_coding	RPS6KA4	ENSG00000162302	1	1	1	1	1111	4
500162367	protein_coding	TAL1	ENSG00000162367	1	1	0	0	1100	2
500162374	protein_coding	ELAVL4	ENSG00000162374	1	1	1	1	1111	4
500162385	protein_coding	MAGOH	ENSG00000162385	1	1	1	0	1110	3
500162415	protein_coding	ZSWIM5	ENSG00000162415	1	1	1	1	1111	4
500162434	protein_coding	JAK1	ENSG00000162434	1	1	1	1	1111	4
500162444	protein_coding	RBP7	ENSG00000162444	1	1	0	1	1101	3
500162543	protein_coding	UBXN10	ENSG00000162543	1	1	1	1	1111	4
500162551	protein_coding	ALPL	ENSG00000162551	1	1	1	1	1111	4
500162594	protein_coding	IL23R	ENSG00000162594	1	1	1	1	1111	4
500162599	protein_coding	NFIA	ENSG00000162599	1	1	1	1	1111	4
500162607	protein_coding	USP1	ENSG00000162607	1	1	1	1	1111	4
500162643	protein_coding	WDR63	ENSG00000162643	1	1	1	1	1111	4
500162676	protein_coding	GFI1	ENSG00000162676	1	1	1	1	1111	4
500162685	protein_coding	LSP1P3	ENSG00000162685	1	0	0	0	1000	1
500162687	protein_coding	KCNT2	ENSG00000162687	1	1	1	1	1111	4
500162704	protein_coding	ARPC5	ENSG00000162704	1	1	0	0	1100	2
500162706	protein_coding	CADM3	ENSG00000162706	1	1	1	1	1111	4
500162711	protein_coding	NLRP3	ENSG00000162711	1	1	1	1	1111	4
500162722	protein_coding	TRIM58	ENSG00000162722	1	1	1	1	1111	4
500162739	protein_coding	SLAMF6	ENSG00000162739	1	1	1	0	1110	3
500162777	protein_coding	DENND2D	ENSG00000162777	1	1	1	0	1110	3
500162779	protein_coding	AXDND1	ENSG00000162779	1	1	1	1	1111	4
500162869	protein_coding	PPP1R21	ENSG00000162869	1	1	1	1	1111	4
500162873	protein_coding	KLHDC8A	ENSG00000162873	1	1	1	0	1110	3
500162923	protein_coding	WDR26	ENSG00000162923	1	1	1	1	1111	4
500162924	protein_coding	REL	ENSG00000162924	1	1	1	1	1111	4
500162931	protein_coding	TRIM17	ENSG00000162931	1	1	1	1	1111	4
500162944	protein_coding	RFTN2	ENSG00000162944	1	1	1	0	1110	3
500162946	protein_coding	DISC1	ENSG00000162946	1	1	1	1	1111	4
500162981	protein_coding	FAM84A	ENSG00000162981	1	1	0	0	1100	2
500162989	protein_coding	KCNJ3	ENSG00000162989	1	1	1	1	1111	4
500162994	protein_coding	CLHC1	ENSG00000162994	1	1	1	1	1111	4
500163032	protein_coding	VSNL1	ENSG00000163032	1	1	1	0	1110	3
500163041	protein_coding	H3F3A	ENSG00000163041	1	0	1	0	1010	2
500163072	protein_coding	NOSTRIN	ENSG00000163072	1	1	1	1	1111	4
500163075	protein_coding	PCDP1	ENSG00000163075	1	0	0	1	1001	2
500163106	protein_coding	HPGDS	ENSG00000163106	1	1	1	1	1111	4
500163131	protein_coding	CTSS	ENSG00000163131	1	1	1	1	1111	4
500163170	protein_coding	BOLA3	ENSG00000163170	1	1	1	1	1111	4
500163214	protein_coding	DHX57	ENSG00000163214	1	1	1	1	1111	4
500163219	protein_coding	ARHGAP25	ENSG00000163219	1	1	1	1	1111	4
500163239	protein_coding	TDRD10	ENSG00000163239	1	1	1	1	1111	4
500163288	protein_coding	GABRB1	ENSG00000163288	1	1	0	1	1101	3
500163297	protein_coding	ANTXR2	ENSG00000163297	1	1	1	1	1111	4
500163331	protein_coding	DAPL1	ENSG00000163331	1	1	1	0	1110	3
500163362	protein_coding	C1orf106	ENSG00000163362	1	0	0	1	1001	2
500163374	protein_coding	YY1AP1	ENSG00000163374	1	1	1	0	1110	3
500163393	protein_coding	SLC22A15	ENSG00000163393	1	1	1	1	1111	4
500163406	protein_coding	SLC15A2	ENSG00000163406	1	1	1	1	1111	4
500163412	protein_coding	EIF4E3	ENSG00000163412	1	1	1	0	1110	3
500163421	protein_coding	PROK2	ENSG00000163421	1	1	1	0	1110	3
500163462	protein_coding	TRIM46	ENSG00000163462	1	1	1	1	1111	4
500163464	protein_coding	CXCR1	ENSG00000163464	1	1	1	0	1110	3
500163466	protein_coding	ARPC2	ENSG00000163466	1	1	1	1	1111	4
500163482	protein_coding	STK36	ENSG00000163482	1	1	1	1	1111	4
500163492	protein_coding	CCDC141	ENSG00000163492	1	1	1	1	1111	4
500163507	protein_coding	KIAA1524	ENSG00000163507	1	0	0	1	1001	2
500163508	protein_coding	EOMES	ENSG00000163508	1	1	1	1	1111	4
500163534	protein_coding	FCRL1	ENSG00000163534	1	1	1	1	1111	4
500163536	protein_coding	SERPINI1	ENSG00000163536	1	1	1	1	1111	4
500163539	protein_coding	CLASP2	ENSG00000163539	1	1	0	1	1101	3
500163545	protein_coding	NUAK2	ENSG00000163545	1	1	1	0	1110	3
500163554	protein_coding	SPTA1	ENSG00000163554	1	1	1	1	1111	4
500163563	protein_coding	MNDA	ENSG00000163563	1	1	0	1	1101	3
500163568	protein_coding	AIM2	ENSG00000163568	1	1	1	1	1111	4
500163581	protein_coding	SLC2A2	ENSG00000163581	1	1	1	1	1111	4
500163590	protein_coding	PPM1L	ENSG00000163590	1	1	1	0	1110	3
500163596	protein_coding	ICA1L	ENSG00000163596	1	1	1	1	1111	4
500163599	protein_coding	CTLA4	ENSG00000163599	1	1	1	1	1111	4
500163600	protein_coding	ICOS	ENSG00000163600	1	1	1	1	1111	4
500163618	protein_coding	CADPS	ENSG00000163618	1	1	0	0	1100	2
500163629	protein_coding	PTPN13	ENSG00000163629	1	1	1	1	1111	4
500163633	protein_coding	C4orf36	ENSG00000163633	1	0	0	1	1001	2
500163660	protein_coding	CCNL1	ENSG00000163660	1	1	1	1	1111	4
500163687	protein_coding	DNASE1L3	ENSG00000163687	1	1	1	1	1111	4
500163694	protein_coding	RBM47	ENSG00000163694	1	1	1	1	1111	4
500163749	protein_coding	CCDC158	ENSG00000163749	1	1	1	1	1111	4
500163788	protein_coding	SNRK	ENSG00000163788	1	1	1	1	1111	4
500163793	protein_coding	DNAJC5G	ENSG00000163793	1	1	1	1	1111	4
500163794	protein_coding	UCN	ENSG00000163794	1	1	1	1	1111	4
500163798	protein_coding	SLC4A1AP	ENSG00000163798	1	1	1	1	1111	4
500163803	protein_coding	PLB1	ENSG00000163803	1	1	1	1	1111	4
500163817	protein_coding	SLC6A20	ENSG00000163817	1	1	1	1	1111	4
500163818	protein_coding	LZTFL1	ENSG00000163818	1	1	1	1	1111	4
500163823	protein_coding	CCR1	ENSG00000163823	1	1	1	1	1111	4
500163958	protein_coding	ZDHHC19	ENSG00000163958	1	1	1	0	1110	3
500163960	protein_coding	UBXN7	ENSG00000163960	1	1	1	1	1111	4
500163961	protein_coding	RNF168	ENSG00000163961	1	1	1	1	1111	4
500163993	protein_coding	S100P	ENSG00000163993	1	1	1	0	1110	3
500164023	protein_coding	SGMS2	ENSG00000164023	1	1	1	1	1111	4
500164061	protein_coding	BSN	ENSG00000164061	1	1	1	1	1111	4
500164068	protein_coding	RNF123	ENSG00000164068	1	1	1	1	1111	4
500164076	protein_coding	CAMKV	ENSG00000164076	1	1	1	1	1111	4
500164082	protein_coding	GRM2	ENSG00000164082	1	1	1	1	1111	4
500164116	protein_coding	GUCY1A3	ENSG00000164116	1	0	0	1	1001	2
500164175	protein_coding	SLC45A2	ENSG00000164175	1	1	1	1	1111	4
500164182	protein_coding	NDUFAF2	ENSG00000164182	1	0	1	0	1010	2
500164190	protein_coding	NIPBL	ENSG00000164190	1	1	1	1	1111	4
500164199	protein_coding	GPR98	ENSG00000164199	1	0	0	1	1001	2
500164251	protein_coding	F2RL1	ENSG00000164251	1	1	1	0	1110	3
500164270	protein_coding	HTR4	ENSG00000164270	1	1	1	1	1111	4
500164303	protein_coding	ENPP6	ENSG00000164303	1	1	1	1	1111	4
500164307	protein_coding	ERAP1	ENSG00000164307	1	1	1	1	1111	4
500164308	protein_coding	ERAP2	ENSG00000164308	1	1	1	1	1111	4
500164327	protein_coding	RICTOR	ENSG00000164327	1	1	1	1	1111	4
500164329	protein_coding	PAPD4	ENSG00000164329	1	0	0	1	1001	2
500164344	protein_coding	KLKB1	ENSG00000164344	1	1	1	1	1111	4
500164362	protein_coding	TERT	ENSG00000164362	1	1	1	0	1110	3
500164398	protein_coding	ACSL6	ENSG00000164398	1	1	1	1	1111	4
500164400	protein_coding	CSF2	ENSG00000164400	1	1	1	1	1111	4
500164434	protein_coding	FABP7	ENSG00000164434	1	1	1	0	1110	3
500164512	protein_coding	ANKRD55	ENSG00000164512	1	1	1	1	1111	4
500164530	protein_coding	PI16	ENSG00000164530	1	1	1	1	1111	4
500164542	protein_coding	KIAA0895	ENSG00000164542	1	1	1	1	1111	4
500164543	protein_coding	STK17A	ENSG00000164543	1	1	1	1	1111	4
500164588	protein_coding	HCN1	ENSG00000164588	1	1	1	0	1110	3
500164609	protein_coding	SLU7	ENSG00000164609	1	1	1	1	1111	4
500164616	protein_coding	FBXL21	ENSG00000164616	1	0	0	0	1000	1
500164627	protein_coding	KIF6	ENSG00000164627	1	1	1	1	1111	4
500164651	protein_coding	SP8	ENSG00000164651	1	1	1	1	1111	4
500164674	protein_coding	SYTL3	ENSG00000164674	1	1	1	1	1111	4
500164691	protein_coding	TAGAP	ENSG00000164691	1	1	1	1	1111	4
500164695	protein_coding	CHMP4C	ENSG00000164695	1	1	1	1	1111	4
500164713	protein_coding	BRI3	ENSG00000164713	1	1	1	1	1111	4
500164715	protein_coding	LMTK2	ENSG00000164715	1	1	1	1	1111	4
500164746	protein_coding	C7orf57	ENSG00000164746	1	0	0	1	1001	2
500164749	protein_coding	HNF4G	ENSG00000164749	1	1	1	1	1111	4
500164776	protein_coding	PHKG1	ENSG00000164776	1	1	1	0	1110	3
500164796	protein_coding	CSMD3	ENSG00000164796	1	1	1	1	1111	4
500164924	protein_coding	YWHAZ	ENSG00000164924	1	1	1	1	1111	4
500164989	protein_coding	CCDC171	ENSG00000164989	1	1	1	1	1111	4
500165006	protein_coding	UBAP1	ENSG00000165006	1	1	1	1	1111	4
500165025	protein_coding	SYK	ENSG00000165025	1	1	1	1	1111	4
500165061	protein_coding	ZMAT4	ENSG00000165061	1	1	1	0	1110	3
500165084	protein_coding	C8orf34	ENSG00000165084	1	0	0	1	1001	2
500165115	protein_coding	KIF27	ENSG00000165115	1	1	1	1	1111	4
500165185	protein_coding	KIAA1958	ENSG00000165185	1	1	1	1	1111	4
500165233	protein_coding	C9orf89	ENSG00000165233	1	0	0	0	1000	1
500165323	protein_coding	FAT3	ENSG00000165323	1	1	1	1	1111	4
500165325	protein_coding	CCDC67	ENSG00000165325	1	0	0	1	1001	2
500165379	protein_coding	LRFN5	ENSG00000165379	1	1	1	1	1111	4
500165406	protein_coding	MARCH8	ENSG00000165406	1	1	1	0	1110	3
500165424	protein_coding	ZCCHC24	ENSG00000165424	1	1	1	0	1110	3
500165494	protein_coding	PCF11	ENSG00000165494	1	1	1	1	1111	4
500165495	protein_coding	PKNOX2	ENSG00000165495	1	1	1	1	1111	4
500165521	protein_coding	EML5	ENSG00000165521	1	1	1	1	1111	4
500165533	protein_coding	TTC8	ENSG00000165533	1	1	1	1	1111	4
500165548	protein_coding	TMEM63C	ENSG00000165548	1	1	1	1	1111	4
500165588	protein_coding	OTX2	ENSG00000165588	1	1	1	0	1110	3
500165660	protein_coding	FAM175B	ENSG00000165660	1	0	0	0	1000	1
500165661	protein_coding	QSOX2	ENSG00000165661	1	1	1	1	1111	4
500165682	protein_coding	CLEC1B	ENSG00000165682	1	1	1	1	1111	4
500165695	protein_coding	AK8	ENSG00000165695	1	1	1	1	1111	4
500165702	protein_coding	GFI1B	ENSG00000165702	1	1	1	1	1111	4
500165730	protein_coding	STOX1	ENSG00000165730	1	1	1	1	1111	4
500165732	protein_coding	DDX21	ENSG00000165732	1	1	0	1	1101	3
500165795	protein_coding	NDRG2	ENSG00000165795	1	1	1	1	1111	4
500165807	protein_coding	PPP1R36	ENSG00000165807	1	1	0	1	1101	3
500165841	protein_coding	CYP2C19	ENSG00000165841	1	1	0	0	1100	2
500165959	protein_coding	CLMN	ENSG00000165959	1	1	1	1	1111	4
500165966	protein_coding	PDZRN4	ENSG00000165966	1	1	1	1	1111	4
500165973	protein_coding	NELL1	ENSG00000165973	1	1	1	1	1111	4
500165995	protein_coding	CACNB2	ENSG00000165995	1	1	1	1	1111	4
500166159	protein_coding	LRTM2	ENSG00000166159	1	1	1	0	1110	3
500166206	protein_coding	GABRB3	ENSG00000166206	1	1	0	1	1101	3
500166268	protein_coding	MYRFL	ENSG00000166268	1	1	1	1	1111	4
500166278	protein_coding	C2	ENSG00000166278	1	1	0	1	1101	3
500166317	protein_coding	SYNPO2L	ENSG00000166317	1	1	1	1	1111	4
500166349	protein_coding	RAG1	ENSG00000166349	1	1	1	0	1110	3
500166352	protein_coding	C11orf74	ENSG00000166352	1	0	0	1	1001	2
500166402	protein_coding	TUB	ENSG00000166402	1	1	1	1	1111	4
500166405	protein_coding	RIC3	ENSG00000166405	1	1	1	1	1111	4
500166407	protein_coding	LMO1	ENSG00000166407	1	1	1	0	1110	3
500166415	protein_coding	WDR72	ENSG00000166415	1	1	1	1	1111	4
500166428	protein_coding	PLD4	ENSG00000166428	1	1	1	1	1111	4
500166446	protein_coding	CDYL2	ENSG00000166446	1	1	1	1	1111	4
500166473	protein_coding	PKD1L2	ENSG00000166473	1	0	1	1	1011	3
500166477	protein_coding	LEO1	ENSG00000166477	1	1	1	1	1111	4
500166501	protein_coding	PRKCB	ENSG00000166501	1	1	1	1	1111	4
500166507	protein_coding	NDST2	ENSG00000166507	1	1	0	1	1101	3
500166508	protein_coding	MCM7	ENSG00000166508	1	1	1	1	1111	4
500166526	protein_coding	ZNF3	ENSG00000166526	1	1	1	1	1111	4
500166562	protein_coding	SEC11C	ENSG00000166562	1	1	1	1	1111	4
500166603	protein_coding	MC4R	ENSG00000166603	1	1	1	1	1111	4
500166747	protein_coding	AP1G1	ENSG00000166747	1	1	1	1	1111	4
500166800	protein_coding	LDHAL6A	ENSG00000166800	1	1	1	1	1111	4
500166822	protein_coding	TMEM170A	ENSG00000166822	1	1	0	0	1100	2
500166825	protein_coding	ANPEP	ENSG00000166825	1	0	1	1	1011	3
500166833	protein_coding	NAV2	ENSG00000166833	1	1	1	1	1111	4
500166888	protein_coding	STAT6	ENSG00000166888	1	1	1	1	1111	4
500166900	protein_coding	STX3	ENSG00000166900	1	1	0	1	1101	3
500166922	protein_coding	SCG5	ENSG00000166922	1	1	1	1	1111	4
500166925	protein_coding	TSC22D4	ENSG00000166925	1	1	1	1	1111	4
500166946	protein_coding	CCNDBP1	ENSG00000166946	1	1	1	1	1111	4
500166947	protein_coding	EPB42	ENSG00000166947	1	1	1	1	1111	4
500167077	protein_coding	MEI1	ENSG00000167077	1	1	0	1	1101	3
500167131	protein_coding	CCDC103	ENSG00000167131	1	1	1	0	1110	3
500167165	protein_coding	UGT1A6	ENSG00000167165	1	0	0	0	1000	1
500167191	protein_coding	GPRC5B	ENSG00000167191	1	1	1	1	1111	4
500167207	protein_coding	NOD2	ENSG00000167207	1	1	1	0	1110	3
500167208	protein_coding	SNX20	ENSG00000167208	1	1	1	1	1111	4
500167216	protein_coding	KATNAL2	ENSG00000167216	1	1	1	1	1111	4
500167244	protein_coding	IGF2	ENSG00000167244	1	1	1	1	1111	4
500167261	protein_coding	DPEP2	ENSG00000167261	1	1	1	1	1111	4
500167281	protein_coding	RBFOX3	ENSG00000167281	1	1	1	1	1111	4
500167286	protein_coding	CD3D	ENSG00000167286	1	1	1	1	1111	4
500167302	protein_coding	ENTHD2	ENSG00000167302	1	0	0	1	1001	2
500167325	protein_coding	RRM1	ENSG00000167325	1	1	1	1	1111	4
500167377	protein_coding	ZNF23	ENSG00000167377	1	1	1	1	1111	4
500167394	protein_coding	ZNF668	ENSG00000167394	1	1	1	1	1111	4
500167395	protein_coding	ZNF646	ENSG00000167395	1	1	1	0	1110	3
500167434	protein_coding	CA4	ENSG00000167434	1	1	1	1	1111	4
500167483	protein_coding	FAM129C	ENSG00000167483	1	1	0	1	1101	3
500167487	protein_coding	KLHL26	ENSG00000167487	1	1	1	1	1111	4
500167491	protein_coding	GATAD2A	ENSG00000167491	1	1	0	0	1100	2
500167522	protein_coding	ANKRD11	ENSG00000167522	1	1	1	1	1111	4
500167535	protein_coding	CACNB3	ENSG00000167535	1	1	1	1	1111	4
500167536	protein_coding	DHRS13	ENSG00000167536	1	1	1	1	1111	4
500167554	protein_coding	ZNF610	ENSG00000167554	1	1	0	0	1100	2
500167578	protein_coding	RAB4B	ENSG00000167578	1	1	0	0	1100	2
500167633	protein_coding	KIR3DL1	ENSG00000167633	1	1	0	0	1100	2
500167653	protein_coding	PSCA	ENSG00000167653	1	1	1	0	1110	3
500167656	protein_coding	LY6D	ENSG00000167656	1	1	1	0	1110	3
500167670	protein_coding	CHAF1A	ENSG00000167670	1	1	1	1	1111	4
500167815	protein_coding	PRDX2	ENSG00000167815	1	1	1	1	1111	4
500167889	protein_coding	MGAT5B	ENSG00000167889	1	1	1	1	1111	4
500167914	protein_coding	GSDMA	ENSG00000167914	1	1	1	1	1111	4
500167972	protein_coding	ABCA3	ENSG00000167972	1	1	1	1	1111	4
500167981	protein_coding	ZNF597	ENSG00000167981	1	1	1	1	1111	4
500167987	protein_coding	VPS37C	ENSG00000167987	1	1	1	0	1110	3
500168004	protein_coding	HRASLS5	ENSG00000168004	1	1	0	0	1100	2
500168010	protein_coding	ATG16L2	ENSG00000168010	1	1	1	1	1111	4
500168026	protein_coding	TTC21A	ENSG00000168026	1	1	1	0	1110	3
500168038	protein_coding	ULK4	ENSG00000168038	1	1	1	1	1111	4
500168066	protein_coding	SF1	ENSG00000168066	1	1	1	1	1111	4
500168067	protein_coding	MAP4K2	ENSG00000168067	1	1	1	1	1111	4
500168071	protein_coding	CCDC88B	ENSG00000168071	1	1	1	1	1111	4
500168092	protein_coding	PAFAH1B2	ENSG00000168092	1	1	1	1	1111	4
500168152	protein_coding	THAP9	ENSG00000168152	1	1	1	1	1111	4
500168242	protein_coding	HIST1H2BI	ENSG00000168242	1	0	0	0	1000	1
500168264	protein_coding	IRF2BP2	ENSG00000168264	1	1	1	1	1111	4
500168274	protein_coding	HIST1H2AE	ENSG00000168274	1	0	1	0	1010	2
500168280	protein_coding	KIF5C	ENSG00000168280	1	1	1	1	1111	4
500168298	protein_coding	HIST1H1E	ENSG00000168298	1	1	1	0	1110	3
500168300	protein_coding	PCMTD1	ENSG00000168300	1	1	1	1	1111	4
500168309	protein_coding	FAM107A	ENSG00000168309	1	1	1	1	1111	4
500168314	protein_coding	MOBP	ENSG00000168314	1	1	0	0	1100	2
500168329	protein_coding	CX3CR1	ENSG00000168329	1	1	1	1	1111	4
500168334	protein_coding	XIRP1	ENSG00000168334	1	1	1	1	1111	4
500168394	protein_coding	TAP1	ENSG00000168394	1	1	0	1	1101	3
500168421	protein_coding	RHOH	ENSG00000168421	1	1	1	1	1111	4
500168438	protein_coding	CDC40	ENSG00000168438	1	1	1	1	1111	4
500168461	protein_coding	RAB31	ENSG00000168461	1	1	1	0	1110	3
500168477	protein_coding	TNXB	ENSG00000168477	1	0	0	1	1001	2
500168496	protein_coding	FEN1	ENSG00000168496	1	1	1	0	1110	3
500168517	protein_coding	HEXIM2	ENSG00000168517	1	1	1	0	1110	3
500168546	protein_coding	GFRA2	ENSG00000168546	1	1	1	1	1111	4
500168610	protein_coding	STAT3	ENSG00000168610	1	1	1	1	1111	4
500168685	protein_coding	IL7R	ENSG00000168685	1	1	1	1	1111	4
500168702	protein_coding	LRP1B	ENSG00000168702	1	1	1	1	1111	4
500168743	protein_coding	NPNT	ENSG00000168743	1	1	1	1	1111	4
500168754	protein_coding	FAM178B	ENSG00000168754	1	1	1	1	1111	4
500168769	protein_coding	TET2	ENSG00000168769	1	1	1	1	1111	4
500168785	protein_coding	TSPAN5	ENSG00000168785	1	1	1	1	1111	4
500168811	protein_coding	IL12A	ENSG00000168811	1	1	1	1	1111	4
500168824	protein_coding	NSG1	ENSG00000168824	1	1	1	1	1111	4
500168916	protein_coding	ZNF608	ENSG00000168916	1	1	1	1	1111	4
500168944	protein_coding	CEP120	ENSG00000168944	1	1	1	1	1111	4
500168952	protein_coding	STXBP6	ENSG00000168952	1	1	1	0	1110	3
500168961	protein_coding	LGALS9	ENSG00000168961	1	1	0	1	1101	3
500169057	protein_coding	MECP2	ENSG00000169057	1	1	1	1	1111	4
500169087	protein_coding	HSPBAP1	ENSG00000169087	1	1	1	1	1111	4
500169174	protein_coding	PCSK9	ENSG00000169174	1	1	1	1	1111	4
500169181	protein_coding	GSG1L	ENSG00000169181	1	1	1	0	1110	3
500169220	protein_coding	RGS14	ENSG00000169220	1	1	1	1	1111	4
500169224	protein_coding	GCSAML	ENSG00000169224	1	1	1	0	1110	3
500169228	protein_coding	RAB24	ENSG00000169228	1	1	1	1	1111	4
500169242	protein_coding	EFNA1	ENSG00000169242	1	1	1	1	1111	4
500169302	protein_coding	STK32A	ENSG00000169302	1	1	1	1	1111	4
500169398	protein_coding	PTK2	ENSG00000169398	1	1	1	1	1111	4
500169403	protein_coding	PTAFR	ENSG00000169403	1	1	1	1	1111	4
500169429	protein_coding	IL8	ENSG00000169429	1	0	0	0	1000	1
500169508	protein_coding	GPR183	ENSG00000169508	1	1	1	0	1110	3
500169564	protein_coding	PCBP1	ENSG00000169564	1	1	1	1	1111	4
500169744	protein_coding	LDB2	ENSG00000169744	1	1	1	1	1111	4
500169752	protein_coding	NRG4	ENSG00000169752	1	1	1	1	1111	4
500169758	protein_coding	C15orf27	ENSG00000169758	1	0	0	1	1001	2
500169762	protein_coding	TAPT1	ENSG00000169762	1	1	1	1	1111	4
500169826	protein_coding	CSGALNACT2	ENSG00000169826	1	1	1	1	1111	4
500169836	protein_coding	TACR3	ENSG00000169836	1	1	1	0	1110	3
500169862	protein_coding	CTNND2	ENSG00000169862	1	1	1	1	1111	4
500169896	protein_coding	ITGAM	ENSG00000169896	1	1	1	0	1110	3
500169918	protein_coding	OTUD7A	ENSG00000169918	1	1	1	1	1111	4
500169967	protein_coding	MAP3K2	ENSG00000169967	1	1	1	1	1111	4
500169992	protein_coding	NLGN2	ENSG00000169992	1	1	1	1	1111	4
500169994	protein_coding	MYO7B	ENSG00000169994	1	1	1	1	1111	4
500170011	protein_coding	MYRIP	ENSG00000170011	1	1	1	1	1111	4
500170145	protein_coding	SIK2	ENSG00000170145	1	1	1	1	1111	4
500170166	protein_coding	HOXD4	ENSG00000170166	1	1	1	1	1111	4
500170180	protein_coding	GYPA	ENSG00000170180	1	1	0	1	1101	3
500170231	protein_coding	FABP6	ENSG00000170231	1	1	1	1	1111	4
500170293	protein_coding	CMTM8	ENSG00000170293	1	1	1	1	1111	4
500170325	protein_coding	PRDM10	ENSG00000170325	1	1	1	1	1111	4
500170370	protein_coding	EMX2	ENSG00000170370	1	1	1	0	1110	3
500170382	protein_coding	LRRN2	ENSG00000170382	1	1	1	1	1111	4
500170396	protein_coding	ZNF804A	ENSG00000170396	1	1	1	1	1111	4
500170417	protein_coding	TMEM182	ENSG00000170417	1	1	1	0	1110	3
500170426	protein_coding	SDR9C7	ENSG00000170426	1	1	1	0	1110	3
500170454	protein_coding	KRT75	ENSG00000170454	1	1	1	1	1111	4
500170458	protein_coding	CD14	ENSG00000170458	1	1	1	0	1110	3
500170465	protein_coding	KRT6C	ENSG00000170465	1	0	0	0	1000	1
500170476	protein_coding	MZB1	ENSG00000170476	1	1	1	1	1111	4
500170509	protein_coding	HSD17B13	ENSG00000170509	1	1	1	1	1111	4
500170525	protein_coding	PFKFB3	ENSG00000170525	1	1	1	1	1111	4
500170579	protein_coding	DLGAP1	ENSG00000170579	1	1	1	1	1111	4
500170624	protein_coding	SGCD	ENSG00000170624	1	1	1	1	1111	4
500170634	protein_coding	ACYP2	ENSG00000170634	1	1	1	1	1111	4
500170689	protein_coding	HOXB9	ENSG00000170689	1	1	1	1	1111	4
500170703	protein_coding	TTLL6	ENSG00000170703	1	1	1	1	1111	4
500170775	protein_coding	GPR37	ENSG00000170775	1	1	1	1	1111	4
500170837	protein_coding	GPR27	ENSG00000170837	1	1	1	0	1110	3
500170866	protein_coding	LILRA3	ENSG00000170866	1	1	1	0	1110	3
500170871	protein_coding	KIAA0232	ENSG00000170871	1	1	1	1	1111	4
500170892	protein_coding	TSEN34	ENSG00000170892	1	1	1	1	1111	4
500170946	protein_coding	DNAJC24	ENSG00000170946	1	1	1	0	1110	3
500170959	protein_coding	DCDC1	ENSG00000170959	1	0	1	1	1011	3
500171049	protein_coding	FPR2	ENSG00000171049	1	0	1	1	1011	3
500171119	protein_coding	NRTN	ENSG00000171119	1	1	1	1	1111	4
500171124	protein_coding	FUT3	ENSG00000171124	1	1	0	0	1100	2
500171136	protein_coding	RLN3	ENSG00000171136	1	1	1	1	1111	4
500171174	protein_coding	RBKS	ENSG00000171174	1	1	1	1	1111	4
500171189	protein_coding	GRIK1	ENSG00000171189	1	1	1	1	1111	4
500171206	protein_coding	TRIM8	ENSG00000171206	1	1	1	1	1111	4
500171310	protein_coding	CHST11	ENSG00000171310	1	1	1	1	1111	4
500171316	protein_coding	CHD7	ENSG00000171316	1	1	1	1	1111	4
500171368	protein_coding	TPPP	ENSG00000171368	1	1	1	0	1110	3
500171435	protein_coding	KSR2	ENSG00000171435	1	1	1	1	1111	4
500171450	protein_coding	CDK5R2	ENSG00000171450	1	1	1	0	1110	3
500171456	protein_coding	ASXL1	ENSG00000171456	1	1	1	1	1111	4
500171502	protein_coding	COL24A1	ENSG00000171502	1	1	1	1	1111	4
500171552	protein_coding	BCL2L1	ENSG00000171552	1	1	1	1	1111	4
500171557	protein_coding	FGG	ENSG00000171557	1	1	1	1	1111	4
500171560	protein_coding	FGA	ENSG00000171560	1	1	1	0	1110	3
500171564	protein_coding	FGB	ENSG00000171564	1	1	1	1	1111	4
500171570	protein_coding	RAB4B-EGLN2	ENSG00000171570	1	0	0	0	1000	1
500171587	protein_coding	DSCAM	ENSG00000171587	1	1	1	1	1111	4
500171608	protein_coding	PIK3CD	ENSG00000171608	1	1	1	1	1111	4
